[Lower Bound, Upper Bound] | Solvable/Unsolvable/Intractable | Current seed | (Est. Confidence Interval: Continue/Re-eval)
[0.000, 9.270] | 1/62/0 | 62 | (N/A)
[0.000, 9.135] | 1/63/0 | 63 | (N/A)
[0.000, 9.004] | 1/64/0 | 64 | (N/A)
[0.000, 8.877] | 1/65/0 | 65 | (N/A)
[0.000, 8.753] | 1/66/0 | 66 | (N/A)
[0.000, 8.632] | 1/67/0 | 67 | (N/A)
[0.000, 8.515] | 1/68/0 | 68 | (N/A)
[0.000, 8.401] | 1/69/0 | 69 | (N/A)
[0.000, 8.290] | 1/70/0 | 70 | (N/A)
[0.000, 8.182] | 1/71/0 | 71 | (N/A)
[0.000, 8.077] | 1/72/0 | 72 | (N/A)
[0.000, 7.974] | 1/73/0 | 73 | (N/A)
[0.000, 7.874] | 1/74/0 | 74 | (N/A)
[0.000, 7.776] | 1/75/0 | 75 | (N/A)
[0.000, 7.681] | 1/76/0 | 76 | (N/A)
[0.000, 7.588] | 1/77/0 | 77 | (N/A)
[0.000, 7.497] | 1/78/0 | 78 | (N/A)
[0.000, 7.409] | 1/79/0 | 79 | (N/A)
[0.000, 7.322] | 1/80/0 | 80 | (N/A)
[0.000, 7.238] | 1/81/0 | 81 | (N/A)
[0.000, 7.155] | 1/82/0 | 82 | (N/A)
[0.000, 7.074] | 1/83/0 | 83 | (N/A)
[0.000, 6.996] | 1/84/0 | 84 | (N/A)
[0.000, 6.918] | 1/85/0 | 85 | (N/A)
[0.000, 6.843] | 1/86/0 | 86 | (N/A)
[0.000, 6.769] | 1/87/0 | 87 | (N/A)
[0.000, 6.697] | 1/88/0 | 88 | (N/A)
[0.000, 6.626] | 1/89/0 | 89 | (N/A)
[0.000, 6.557] | 1/90/0 | 90 | (N/A)
[0.000, 6.489] | 1/91/0 | 91 | (N/A)
[0.000, 6.422] | 1/92/0 | 92 | (N/A)
[0.000, 6.357] | 1/93/0 | 93 | (N/A)
[0.000, 6.294] | 1/94/0 | 94 | (N/A)
[0.000, 6.231] | 1/95/0 | 95 | (N/A)
[0.000, 6.170] | 1/96/0 | 96 | (N/A)
[0.000, 6.110] | 1/97/0 | 97 | (N/A)
[0.000, 6.051] | 1/98/0 | 98 | (N/A)
[0.000, 5.993] | 1/99/0 | 99 | (N/A)
[0.000, 5.936] | 1/100/0 | 100 | (N/A)
[0.000, 5.880] | 1/101/0 | 101 | (N/A)
[0.000, 5.826] | 1/102/0 | 102 | (N/A)
[0.000, 5.772] | 1/103/0 | 103 | (N/A)
[0.000, 5.720] | 1/104/0 | 104 | (N/A)
[0.000, 5.668] | 1/105/0 | 105 | (N/A)
[0.000, 5.617] | 1/106/0 | 106 | (N/A)
[0.000, 5.567] | 1/107/0 | 107 | (N/A)
[0.000, 5.518] | 1/108/0 | 108 | (N/A)
[0.000, 5.470] | 1/109/0 | 109 | (N/A)
[0.000, 5.423] | 1/110/0 | 110 | (N/A)
[0.000, 5.376] | 1/111/0 | 111 | (N/A)
[0.000, 5.331] | 1/112/0 | 112 | (N/A)
[0.000, 5.286] | 1/113/0 | 113 | (N/A)
[0.000, 5.242] | 1/114/0 | 114 | (N/A)
[0.000, 5.198] | 1/115/0 | 115 | (N/A)
[0.000, 5.155] | 1/116/0 | 116 | (N/A)
[0.000, 5.113] | 1/117/0 | 117 | (N/A)
[0.000, 5.072] | 1/118/0 | 118 | (N/A)
[0.000, 5.031] | 1/119/0 | 119 | (N/A)
[0.000, 4.991] | 1/120/0 | 120 | (N/A)
[0.000, 4.952] | 1/121/0 | 121 | (N/A)
[0.000, 4.913] | 1/122/0 | 122 | (N/A)
[0.000, 4.875] | 1/123/0 | 123 | (N/A)
[0.000, 4.837] | 1/124/0 | 124 | (N/A)
[0.000, 4.800] | 1/125/0 | 125 | (N/A)
[0.000, 4.764] | 1/126/0 | 126 | (N/A)
[0.000, 4.728] | 1/127/0 | 127 | (N/A)
[0.000, 4.692] | 1/128/0 | 128 | (N/A)
[0.000, 4.658] | 1/129/0 | 129 | (N/A)
[0.000, 4.623] | 1/130/0 | 130 | (N/A)
[0.000, 4.589] | 1/131/0 | 131 | (N/A)
[0.000, 4.556] | 1/132/0 | 132 | (N/A)
[0.000, 4.523] | 1/133/0 | 133 | (N/A)
[0.000, 4.491] | 1/134/0 | 134 | (N/A)
[0.000, 4.459] | 1/135/0 | 135 | (N/A)
[0.000, 4.427] | 1/136/0 | 136 | (N/A)
[0.000, 4.396] | 1/137/0 | 137 | (N/A)
[0.000, 4.366] | 1/138/0 | 138 | (N/A)
[0.000, 4.336] | 1/139/0 | 139 | (N/A)
[0.000, 4.306] | 1/140/0 | 140 | (N/A)
[0.000, 4.276] | 1/141/0 | 141 | (N/A)
[0.000, 4.247] | 1/142/0 | 142 | (N/A)
[0.000, 4.219] | 1/143/0 | 143 | (N/A)
[0.000, 4.191] | 1/144/0 | 144 | (N/A)
[0.000, 4.163] | 1/145/0 | 145 | (N/A)
[0.000, 4.135] | 1/146/0 | 146 | (N/A)
[0.000, 4.108] | 1/147/0 | 147 | (N/A)
[0.000, 4.082] | 1/148/0 | 148 | (N/A)
[0.000, 4.055] | 1/149/0 | 149 | (N/A)
[0.000, 4.029] | 1/150/0 | 150 | (N/A)
[0.000, 4.003] | 1/151/0 | 151 | (N/A)
[0.000, 3.978] | 1/152/0 | 152 | (N/A)
[0.000, 3.953] | 1/153/0 | 153 | (N/A)
[0.000, 3.928] | 1/154/0 | 154 | (N/A)
[0.000, 3.904] | 1/155/0 | 155 | (N/A)
[0.000, 3.880] | 1/156/0 | 156 | (N/A)
[0.000, 3.856] | 1/157/0 | 157 | (N/A)
[0.000, 3.832] | 1/158/0 | 158 | (N/A)
[0.000, 3.809] | 1/159/0 | 159 | (N/A)
[0.000, 3.786] | 1/160/0 | 160 | (N/A)
[0.000, 3.763] | 1/161/0 | 161 | (N/A)
[0.000, 3.741] | 1/162/0 | 162 | (N/A)
[0.000, 3.719] | 1/163/0 | 163 | (N/A)
[0.000, 3.697] | 1/164/0 | 164 | (N/A)
[0.000, 3.675] | 1/165/0 | 165 | (N/A)
[0.000, 3.654] | 1/166/0 | 166 | (N/A)
[0.000, 3.632] | 1/167/0 | 167 | (N/A)
[0.000, 3.611] | 1/168/0 | 168 | (N/A)
[0.000, 3.591] | 1/169/0 | 169 | (N/A)
[0.000, 3.570] | 1/170/0 | 170 | (N/A)
[0.000, 3.550] | 1/171/0 | 171 | (N/A)
[0.000, 3.530] | 1/172/0 | 172 | (N/A)
[0.000, 3.510] | 1/173/0 | 173 | (N/A)
[0.000, 3.491] | 1/174/0 | 174 | (N/A)
[0.000, 3.471] | 1/175/0 | 175 | (N/A)
[0.000, 3.452] | 1/176/0 | 176 | (N/A)
[0.000, 3.433] | 1/177/0 | 177 | (N/A)
[0.000, 3.415] | 1/178/0 | 178 | (N/A)
[0.000, 3.396] | 1/179/0 | 179 | (N/A)
[0.000, 3.378] | 1/180/0 | 180 | (N/A)
[0.000, 3.360] | 1/181/0 | 181 | (N/A)
[0.000, 3.342] | 1/182/0 | 182 | (N/A)
[0.000, 3.324] | 1/183/0 | 183 | (N/A)
[0.000, 3.307] | 1/184/0 | 184 | (N/A)
[0.000, 3.289] | 1/185/0 | 185 | (N/A)
[0.000, 3.272] | 1/186/0 | 186 | (N/A)
[0.000, 3.255] | 1/187/0 | 187 | (N/A)
[0.000, 3.238] | 1/188/0 | 188 | (N/A)
[0.000, 3.222] | 1/189/0 | 189 | (N/A)
[0.000, 3.205] | 1/190/0 | 190 | (N/A)
[0.000, 3.189] | 1/191/0 | 191 | (N/A)
[0.000, 3.173] | 1/192/0 | 192 | (N/A)
[0.000, 3.157] | 1/193/0 | 193 | (N/A)
[0.000, 3.141] | 1/194/0 | 194 | (N/A)
[0.000, 3.125] | 1/195/0 | 195 | (N/A)
[0.000, 3.110] | 1/196/0 | 196 | (N/A)
[0.000, 3.095] | 1/197/0 | 197 | (N/A)
[0.000, 3.079] | 1/198/0 | 198 | (N/A)
[0.000, 3.064] | 1/199/0 | 199 | (N/A)
[0.000, 3.049] | 1/200/0 | 200 | (N/A)
[0.000, 3.035] | 1/201/0 | 201 | (N/A)
[0.000, 3.020] | 1/202/0 | 202 | (N/A)
[0.000, 3.006] | 1/203/0 | 203 | (N/A)
[0.000, 2.991] | 1/204/0 | 204 | (N/A)
[0.000, 2.977] | 1/205/0 | 205 | (N/A)
[0.000, 2.963] | 1/206/0 | 206 | (N/A)
[0.000, 2.949] | 1/207/0 | 207 | (N/A)
[0.000, 2.935] | 1/208/0 | 208 | (N/A)
[0.000, 2.922] | 1/209/0 | 209 | (N/A)
[0.000, 2.908] | 1/210/0 | 210 | (N/A)
[0.000, 2.895] | 1/211/0 | 211 | (N/A)
[0.000, 2.881] | 1/212/0 | 212 | (N/A)
[0.000, 2.868] | 1/213/0 | 213 | (N/A)
[0.000, 2.855] | 1/214/0 | 214 | (N/A)
[0.000, 2.842] | 1/215/0 | 215 | (N/A)
[0.000, 2.829] | 1/216/0 | 216 | (N/A)
[0.000, 2.817] | 1/217/0 | 217 | (N/A)
[0.000, 2.804] | 1/218/0 | 218 | (N/A)
[0.000, 2.792] | 1/219/0 | 219 | (N/A)
[0.000, 2.779] | 1/220/0 | 220 | (N/A)
[0.000, 2.767] | 1/221/0 | 221 | (N/A)
[0.000, 2.755] | 1/222/0 | 222 | (N/A)
[0.000, 2.743] | 1/223/0 | 223 | (N/A)
[0.000, 2.731] | 1/224/0 | 224 | (N/A)
[0.000, 2.719] | 1/225/0 | 225 | (N/A)
[0.000, 2.707] | 1/226/0 | 226 | (N/A)
[0.000, 2.696] | 1/227/0 | 227 | (N/A)
[0.000, 2.684] | 1/228/0 | 228 | (N/A)
[0.000, 2.673] | 1/229/0 | 229 | (N/A)
[0.000, 2.661] | 1/230/0 | 230 | (N/A)
[0.000, 2.650] | 1/231/0 | 231 | (N/A)
[0.000, 2.639] | 1/232/0 | 232 | (N/A)
[0.000, 2.628] | 1/233/0 | 233 | (N/A)
[0.000, 2.617] | 1/234/0 | 234 | (N/A)
[0.000, 2.606] | 1/235/0 | 235 | (N/A)
[0.000, 2.595] | 1/236/0 | 236 | (N/A)
[0.000, 2.584] | 1/237/0 | 237 | (N/A)
[0.000, 2.574] | 1/238/0 | 238 | (N/A)
[0.000, 2.563] | 1/239/0 | 239 | (N/A)
[0.000, 2.553] | 1/240/0 | 240 | (N/A)
[0.000, 2.543] | 1/241/0 | 241 | (N/A)
[0.000, 2.532] | 1/242/0 | 242 | (N/A)
[0.000, 2.522] | 1/243/0 | 243 | (N/A)
[0.000, 2.512] | 1/244/0 | 244 | (N/A)
[0.000, 2.502] | 1/245/0 | 245 | (N/A)
[0.000, 2.492] | 1/246/0 | 246 | (N/A)
[0.000, 2.482] | 1/247/0 | 247 | (N/A)
[0.000, 2.472] | 1/248/0 | 248 | (N/A)
[0.000, 2.463] | 1/249/0 | 249 | (N/A)
[0.000, 2.453] | 1/250/0 | 250 | (N/A)
[0.000, 2.443] | 1/251/0 | 251 | (N/A)
[0.000, 2.434] | 1/252/0 | 252 | (N/A)
[0.000, 2.425] | 1/253/0 | 253 | (N/A)
[0.000, 2.415] | 1/254/0 | 254 | (N/A)
[0.000, 2.406] | 1/255/0 | 255 | (N/A)
[0.000, 2.397] | 1/256/0 | 256 | (N/A)
[0.000, 2.388] | 1/257/0 | 257 | (N/A)
[0.000, 2.379] | 1/258/0 | 258 | (N/A)
[0.000, 2.370] | 1/259/0 | 259 | (N/A)
[0.000, 2.361] | 1/260/0 | 260 | (N/A)
[0.000, 2.352] | 1/261/0 | 261 | (N/A)
[0.000, 2.343] | 1/262/0 | 262 | (N/A)
[0.000, 2.334] | 1/263/0 | 263 | (N/A)
[0.000, 2.326] | 1/264/0 | 264 | (N/A)
[0.000, 2.317] | 1/265/0 | 265 | (N/A)
[0.000, 2.309] | 1/266/0 | 266 | (N/A)
[0.000, 2.300] | 1/267/0 | 267 | (N/A)
[0.000, 2.292] | 1/268/0 | 268 | (N/A)
[0.000, 2.283] | 1/269/0 | 269 | (N/A)
[0.000, 2.275] | 1/270/0 | 270 | (N/A)
[0.000, 2.267] | 1/271/0 | 271 | (N/A)
[0.000, 2.259] | 1/272/0 | 272 | (N/A)
[0.000, 2.251] | 1/273/0 | 273 | (N/A)
[0.000, 2.242] | 1/274/0 | 274 | (N/A)
[0.000, 2.234] | 1/275/0 | 275 | (N/A)
[0.000, 2.227] | 1/276/0 | 276 | (N/A)
[0.000, 2.219] | 1/277/0 | 277 | (N/A)
[0.000, 2.211] | 1/278/0 | 278 | (N/A)
[0.000, 2.203] | 1/279/0 | 279 | (N/A)
[0.000, 2.195] | 1/280/0 | 280 | (N/A)
[0.000, 2.188] | 1/281/0 | 281 | (N/A)
[0.000, 2.180] | 1/282/0 | 282 | (N/A)
[0.000, 2.173] | 1/283/0 | 283 | (N/A)
[0.000, 2.165] | 1/284/0 | 284 | (N/A)
[0.000, 2.683] | 1/284/1 | 285 | (4.399, 2.165)
--- Timeout doubled to 8000 ms. Re-evaluating intractable seeds ---
[-- re-eval --] | 0/0/1 | 285
--- Re-evaluation complete ---
[0.000, 2.683] | 1/284/1 | 286 | (3.242, 2.165)
--- Timeout doubled to 16000 ms. Re-evaluating intractable seeds ---
[-- re-eval --] | 0/1/0 | 285
--- Re-evaluation complete ---
[0.000, 2.158] | 1/285/0 | 286 | (N/A)
[0.000, 2.150] | 1/286/0 | 286 | (N/A)
[0.000, 2.143] | 1/287/0 | 287 | (N/A)
[0.000, 2.136] | 1/288/0 | 288 | (N/A)
[0.000, 2.128] | 1/289/0 | 289 | (N/A)
[0.000, 2.121] | 1/290/0 | 290 | (N/A)
[0.000, 2.114] | 1/291/0 | 291 | (N/A)
[0.000, 2.107] | 1/292/0 | 292 | (N/A)
[0.000, 2.100] | 1/293/0 | 293 | (N/A)
[0.000, 2.093] | 1/294/0 | 294 | (N/A)
[0.000, 2.086] | 1/295/0 | 295 | (N/A)
[0.000, 2.079] | 1/296/0 | 296 | (N/A)
[0.000, 2.072] | 1/297/0 | 297 | (N/A)
[0.000, 2.065] | 1/298/0 | 298 | (N/A)
[0.000, 2.058] | 1/299/0 | 299 | (N/A)
[0.000, 2.052] | 1/300/0 | 300 | (N/A)
[0.000, 2.045] | 1/301/0 | 301 | (N/A)
[0.000, 2.038] | 1/302/0 | 302 | (N/A)
[0.000, 2.032] | 1/303/0 | 303 | (N/A)
[0.000, 2.025] | 1/304/0 | 304 | (N/A)
[0.000, 2.019] | 1/305/0 | 305 | (N/A)
[0.000, 2.012] | 1/306/0 | 306 | (N/A)
[0.000, 2.006] | 1/307/0 | 307 | (N/A)
[0.000, 1.999] | 1/308/0 | 308 | (N/A)
[0.000, 1.993] | 1/309/0 | 309 | (N/A)
[0.000, 1.987] | 1/310/0 | 310 | (N/A)
[0.000, 1.980] | 1/311/0 | 311 | (N/A)
[0.000, 1.974] | 1/312/0 | 312 | (N/A)
[0.000, 1.968] | 1/313/0 | 313 | (N/A)
[0.000, 1.962] | 1/314/0 | 314 | (N/A)
[0.000, 1.956] | 1/315/0 | 315 | (N/A)
[0.000, 1.950] | 1/316/0 | 316 | (N/A)
[0.000, 1.944] | 1/317/0 | 317 | (N/A)
[0.000, 1.938] | 1/318/0 | 318 | (N/A)
[0.000, 1.932] | 1/319/0 | 319 | (N/A)
[0.000, 1.926] | 1/320/0 | 320 | (N/A)
[0.000, 1.920] | 1/321/0 | 321 | (N/A)
[0.000, 1.914] | 1/322/0 | 322 | (N/A)
[0.000, 1.908] | 1/323/0 | 323 | (N/A)
[0.000, 1.902] | 1/324/0 | 324 | (N/A)
[0.000, 1.897] | 1/325/0 | 325 | (N/A)
[0.000, 1.891] | 1/326/0 | 326 | (N/A)
[0.000, 1.885] | 1/327/0 | 327 | (N/A)
[0.000, 1.880] | 1/328/0 | 328 | (N/A)
[0.000, 1.874] | 1/329/0 | 329 | (N/A)
[0.000, 1.868] | 1/330/0 | 330 | (N/A)
[0.000, 1.863] | 1/331/0 | 331 | (N/A)
[0.000, 1.857] | 1/332/0 | 332 | (N/A)
[0.000, 1.852] | 1/333/0 | 333 | (N/A)
[0.000, 1.846] | 1/334/0 | 334 | (N/A)
[0.000, 1.841] | 1/335/0 | 335 | (N/A)
[0.000, 1.835] | 1/336/0 | 336 | (N/A)
[0.000, 1.830] | 1/337/0 | 337 | (N/A)
[0.000, 1.825] | 1/338/0 | 338 | (N/A)
[0.000, 1.820] | 1/339/0 | 339 | (N/A)
[0.000, 1.814] | 1/340/0 | 340 | (N/A)
[0.000, 1.809] | 1/341/0 | 341 | (N/A)
[0.000, 1.804] | 1/342/0 | 342 | (N/A)
[0.000, 1.799] | 1/343/0 | 343 | (N/A)
[0.000, 1.793] | 1/344/0 | 344 | (N/A)
[0.000, 1.788] | 1/345/0 | 345 | (N/A)
[0.000, 1.783] | 1/346/0 | 346 | (N/A)
[0.000, 1.778] | 1/347/0 | 347 | (N/A)
[0.000, 1.773] | 1/348/0 | 348 | (N/A)
[0.000, 1.768] | 1/349/0 | 349 | (N/A)
[0.000, 1.763] | 1/350/0 | 350 | (N/A)
[0.000, 1.758] | 1/351/0 | 351 | (N/A)
[0.000, 1.753] | 1/352/0 | 352 | (N/A)
[0.000, 1.748] | 1/353/0 | 353 | (N/A)
[0.000, 1.744] | 1/354/0 | 354 | (N/A)
[0.000, 1.739] | 1/355/0 | 355 | (N/A)
[0.000, 1.734] | 1/356/0 | 356 | (N/A)
[0.000, 1.729] | 1/357/0 | 357 | (N/A)
[0.000, 1.724] | 1/358/0 | 358 | (N/A)
[0.000, 1.720] | 1/359/0 | 359 | (N/A)
[0.000, 1.715] | 1/360/0 | 360 | (N/A)
[0.000, 1.710] | 1/361/0 | 361 | (N/A)
[0.000, 1.706] | 1/362/0 | 362 | (N/A)
[0.000, 1.701] | 1/363/0 | 363 | (N/A)
[0.000, 1.696] | 1/364/0 | 364 | (N/A)
[0.000, 1.692] | 1/365/0 | 365 | (N/A)
[0.000, 1.687] | 1/366/0 | 366 | (N/A)
[0.000, 1.683] | 1/367/0 | 367 | (N/A)
[0.000, 1.678] | 1/368/0 | 368 | (N/A)
[0.000, 1.674] | 1/369/0 | 369 | (N/A)
[0.000, 1.669] | 1/370/0 | 370 | (N/A)
[0.000, 1.665] | 1/371/0 | 371 | (N/A)
[0.000, 1.661] | 1/372/0 | 372 | (N/A)
[0.000, 1.656] | 1/373/0 | 373 | (N/A)
[0.000, 1.652] | 1/374/0 | 374 | (N/A)
[0.000, 1.647] | 1/375/0 | 375 | (N/A)
[0.000, 1.643] | 1/376/0 | 376 | (N/A)
[0.000, 1.639] | 1/377/0 | 377 | (N/A)
[0.000, 1.635] | 1/378/0 | 378 | (N/A)
[0.000, 1.630] | 1/379/0 | 379 | (N/A)
[0.000, 1.626] | 1/380/0 | 380 | (N/A)
[0.000, 1.622] | 1/381/0 | 381 | (N/A)
[0.000, 1.618] | 1/382/0 | 382 | (N/A)
[0.000, 1.614] | 1/383/0 | 383 | (N/A)
[0.000, 1.609] | 1/384/0 | 384 | (N/A)
[0.000, 1.605] | 1/385/0 | 385 | (N/A)
[0.000, 1.601] | 1/386/0 | 386 | (N/A)
[0.000, 1.597] | 1/387/0 | 387 | (N/A)
[0.000, 1.593] | 1/388/0 | 388 | (N/A)
[0.000, 1.589] | 1/389/0 | 389 | (N/A)
[0.000, 1.585] | 1/390/0 | 390 | (N/A)
[0.000, 1.581] | 1/391/0 | 391 | (N/A)
[0.000, 1.577] | 1/392/0 | 392 | (N/A)
[0.000, 1.573] | 1/393/0 | 393 | (N/A)
[0.000, 1.569] | 1/394/0 | 394 | (N/A)
[0.000, 1.565] | 1/395/0 | 395 | (N/A)
[0.000, 1.561] | 1/396/0 | 396 | (N/A)
[0.000, 1.557] | 1/397/0 | 397 | (N/A)
[0.000, 1.554] | 1/398/0 | 398 | (N/A)
[0.000, 1.550] | 1/399/0 | 399 | (N/A)
[0.000, 1.546] | 1/400/0 | 400 | (N/A)
[0.000, 1.542] | 1/401/0 | 401 | (N/A)
[0.000, 1.538] | 1/402/0 | 402 | (N/A)
[0.000, 1.535] | 1/403/0 | 403 | (N/A)
[0.000, 1.531] | 1/404/0 | 404 | (N/A)
[0.000, 1.527] | 1/405/0 | 405 | (N/A)
[0.000, 1.523] | 1/406/0 | 406 | (N/A)
[0.000, 1.520] | 1/407/0 | 407 | (N/A)
[0.000, 1.516] | 1/408/0 | 408 | (N/A)
[0.000, 1.512] | 1/409/0 | 409 | (N/A)
[0.000, 1.509] | 1/410/0 | 410 | (N/A)
[0.000, 1.505] | 1/411/0 | 411 | (N/A)
[0.000, 1.501] | 1/412/0 | 412 | (N/A)
[0.000, 1.498] | 1/413/0 | 413 | (N/A)
[0.000, 1.494] | 1/414/0 | 414 | (N/A)
[0.000, 1.491] | 1/415/0 | 415 | (N/A)
[0.000, 1.487] | 1/416/0 | 416 | (N/A)
[0.000, 1.484] | 1/417/0 | 417 | (N/A)
[0.000, 1.480] | 1/418/0 | 418 | (N/A)
[0.000, 1.477] | 1/419/0 | 419 | (N/A)
[0.000, 1.473] | 1/420/0 | 420 | (N/A)
[0.000, 1.470] | 1/421/0 | 421 | (N/A)
[0.000, 1.466] | 1/422/0 | 422 | (N/A)
[0.000, 1.463] | 1/423/0 | 423 | (N/A)
[0.000, 1.460] | 1/424/0 | 424 | (N/A)
[0.000, 1.456] | 1/425/0 | 425 | (N/A)
[0.000, 1.453] | 1/426/0 | 426 | (N/A)
[0.000, 1.449] | 1/427/0 | 427 | (N/A)
[0.000, 1.446] | 1/428/0 | 428 | (N/A)
[0.000, 1.443] | 1/429/0 | 429 | (N/A)
[0.000, 1.439] | 1/430/0 | 430 | (N/A)
[0.000, 1.436] | 1/431/0 | 431 | (N/A)
[0.000, 1.433] | 1/432/0 | 432 | (N/A)
[0.000, 1.430] | 1/433/0 | 433 | (N/A)
[0.000, 1.426] | 1/434/0 | 434 | (N/A)
[0.000, 1.423] | 1/435/0 | 435 | (N/A)
[0.000, 1.420] | 1/436/0 | 436 | (N/A)
[0.000, 1.417] | 1/437/0 | 437 | (N/A)
[0.000, 1.413] | 1/438/0 | 438 | (N/A)
[0.000, 1.410] | 1/439/0 | 439 | (N/A)
[0.000, 1.407] | 1/440/0 | 440 | (N/A)
[0.000, 1.404] | 1/441/0 | 441 | (N/A)
[0.000, 1.401] | 1/442/0 | 442 | (N/A)
[0.000, 1.398] | 1/443/0 | 443 | (N/A)
[0.000, 1.395] | 1/444/0 | 444 | (N/A)
[0.000, 1.392] | 1/445/0 | 445 | (N/A)
[0.000, 1.388] | 1/446/0 | 446 | (N/A)
[0.000, 1.385] | 1/447/0 | 447 | (N/A)
[0.000, 1.382] | 1/448/0 | 448 | (N/A)
[0.000, 1.379] | 1/449/0 | 449 | (N/A)
[0.000, 1.376] | 1/450/0 | 450 | (N/A)
[0.000, 1.373] | 1/451/0 | 451 | (N/A)
[0.000, 1.370] | 1/452/0 | 452 | (N/A)
[0.000, 1.367] | 1/453/0 | 453 | (N/A)
[0.000, 1.364] | 1/454/0 | 454 | (N/A)
[0.000, 1.361] | 1/455/0 | 455 | (N/A)
[0.000, 1.358] | 1/456/0 | 456 | (N/A)
[0.000, 1.355] | 1/457/0 | 457 | (N/A)
[0.000, 1.352] | 1/458/0 | 458 | (N/A)
